Measure of EF used,Units used for EF,EF UI,SE UI,Sample size UI,EF I,SE I,Sample size I,Type of Var,Dominant native,Invasive,Study,SiteID,Year,Latitude,Longitude,Experiment/Observational
Soil available NO3,,2.3738,0.1283,15,2.2433,0.2993,15,,Quercus alba,Rhamnus cathartica,Heneghan et al (2004),Heneghan et al (2004)a,2004,42.149755,-87.780998,
Soil available NH4,,8.6505,1.1542,15,6.8956,0.2992,15,,Quercus alba,Rhamnus cathartica,Heneghan et al (2004),Heneghan et al (2004)a,2004,42.149755,-87.780998,
Soil available NH4,,8.6505,1.1542,15,6.8956,0.2992,15,,Quercus alba,Rhamnus cathartica,Heneghan et al (2004),Heneghan et al (2004)a,2004,42.149755,-87.780998,
Soil phosphorus,,4.67666,0.334665216,30,6.45344,0.563331748,30,,Achillea millefolium,Solidago gigantea,Herr et al (2007),Herr et al (2007)a,2007,50.859927,4.464912,
Soil phosphorus,,4.67666,0.334665216,30,6.45344,0.563331748,30,,Achillea millefolium,Solidago gigantea,Herr et al (2007),Herr et al (2007)a,2007,50.859927,4.464912,
Plant biomass,,688.125,3.042090784,18,1381.7531,6.543217454,18,,Achillea millefolium,Solidago gigantea,Herr et al (2007),Herr et al (2007)a,2007,50.859927,4.464912,
Carbon assimilated,,35.087,0.440927352,6,32.0948,0.703469978,6,,Heteropogon contortus,Eragrostis lehmanniana,Ignace et al (2007),Ignace et al (2007)a,2007,31.877558,-110.882263,
Aboveground biomass,,110.5207,10.0012,4,111.8765,18.125,4,,Diospyros sandwicensis,Pennisetum setaceum,Litton et al (2006),Litton et al (2006)a,2006,19.76805556,-155.9386111,
Leaf litter,,0.172,0.073087885,108,0.146477778,0.077041395,108,,Phragmites australis,Spartina alterniflora,Liao et al (2008),Liao et al (2008)a,2008,30.16666667,122.0166667,
Soil nitrogen,,0.1135,0.0084,5,0.3527,0.091,5,,NA,Robinia pseudoacacia,Malcolm et al (2008),Malcolm et al (2008)a,2008,42.70338,-73.83894,
Nitrification,,0.0795,0.0149,5,1.3994,0.3421,5,,NA,Robinia pseudoacacia,Malcolm et al (2008),Malcolm et al (2008)a,2008,42.70338,-73.83894,
Nitrification,,0.0795,0.0149,5,1.3994,0.3421,5,,NA,Robinia pseudoacacia,Malcolm et al (2008),Malcolm et al (2008)a,2008,42.70338,-73.83894,
N mineralization,,0.2581,0.0528,5,1.4073,0.3826,5,,NA,Robinia pseudoacacia,Malcolm et al (2008),Malcolm et al (2008)a,2008,42.70338,-73.83894,
N mineralization,,0.2581,0.0528,5,1.4073,0.3826,5,,NA,Robinia pseudoacacia,Malcolm et al (2008),Malcolm et al (2008)a,2008,42.70338,-73.83894,
Aboveground biomass,,244.38905,3.580123999,40,129.0636875,2.564227863,40,,Anthemis arvensis,Oxalis pes-caprae,Petsikos et al (2007),Petsikos et al (2007)a,2007,39.13333333,26.51666667,
Soil Nitrogen pool,,42.9386,4.3455,20,22.0804,1.9555,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Soil Nitrogen pool,,42.9386,4.3455,20,22.0804,1.9555,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Inorganic nitrogen,,58.9251,5.2292,20,26.5817,3.2923,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Inorganic nitrogen,,58.9251,5.2292,20,26.5817,3.2923,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Net mineralisation,,0.648,0.2903,20,0.0674,0.2338,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Net mineralisation,,0.648,0.2903,20,0.0674,0.2338,20,,Pleuraphis jamesii,Bromus tectorum,Rimer et al (2006),Rimer et al (2006)a,2006,38.044035,-109.734879,
Aboveground biomass,,500,80,4,1522,464,4,,Sagittaria latifolia,Phragmites australis,Rothman et al (2007),Rothman et al (2007)a,2007,41.61666667,-83.23333333,
Aboveground biomass,,500,80,4,1522,464,4,,Sagittaria latifolia,Phragmites australis,Rothman et al (2007),Rothman et al (2007)a,2007,41.61666667,-83.23333333,
Belowground biomass,,345,121,4,866,167,4,,Sagittaria latifolia,Phragmites australis,Rothman et al (2007),Rothman et al (2007)a,2007,41.61666667,-83.23333333,
Belowground biomass,,345,121,4,866,167,4,,Sagittaria latifolia,Phragmites australis,Rothman et al (2007),Rothman et al (2007)a,2007,41.61666667,-83.23333333,
Soil carbon,,24.6,1.4,20,23.8,2.4,20,,Sagittaria latifolia,Phragmites australis,Rothman et al (2007),Rothman et al (2007)a,2007,41.61666667,-83.23333333,
Soil molybdenum,,3.9756,0.2442,4,6.635,7.3134,4,,Schizachyrium scoparium,Sorghum halepense,Rout et al (2008),Rout et al (2008)a,2008,32.837121,-97.479286,
NO3,,1.37,0.1222,4,1.7569,2.0149,4,,Schizachyrium scoparium,Sorghum halepense,Rout et al (2008),Rout et al (2008)a,2008,32.837121,-97.479286,
NO3,,1.37,0.1222,4,1.7569,2.0149,4,,Schizachyrium scoparium,Sorghum halepense,Rout et al (2008),Rout et al (2008)a,2008,32.837121,-97.479286,
Po4,,13.2747,0.6495,4,16.1976,16.7659,4,,Schizachyrium scoparium,Sorghum halepense,Rout et al (2008),Rout et al (2008)a,2008,32.837121,-97.479286,
Po4,,13.2747,0.6495,4,16.1976,16.7659,4,,Schizachyrium scoparium,Sorghum halepense,Rout et al (2008),Rout et al (2008)a,2008,32.837121,-97.479286,
Soil organic C,,2.09,0.1,9,2.28,0.09,9,,Molinia caerulea,Solidago gigantea,Scharfy et al (2010),Scharfy et al (2010)a,2010,47.4,8.5,
Aboveground biomass,,288.2334,11.6107,3,301.6107,9.2744,3,,Molinia caerulea,Solidago gigantea,Scharfy et al (2010),Scharfy et al (2010)a,2010,47.4,8.5,
Aboveground biomass,,385.75,46.4576,3,361.987,62.698,3,,Carex elata,Solidago gigantea,Scharfy et al (2010),Scharfy et al (2010)b,2010,47.4,8.5,
Aboveground biomass,,541.3493,69.6792,3,570.9676,97.5452,3,,Carex acutiformis,Solidago gigantea,Scharfy et al (2010),Scharfy et al (2010)c,2010,47.4,8.5,
Soil carbon,,19.5,0.3,5,16.8,0.2,5,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)a,2009,48.325,-122.4583333,
Soil phosphorus,,45.4,1.5,5,20.8,0.7,5,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)a,2009,48.325,-122.4583333,
Soil phosphorus,,45.4,1.5,5,20.8,0.7,5,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)a,2009,48.325,-122.4583333,
Soil carbon,,10.4,0.3,3,10.4,0.6,3,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)b,2009,48.57933333,-123.5216667,
Soil phosphorus,,2.8,0.4,3,1.5,0.2,3,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)b,2009,48.57933333,-123.5216667,
Soil phosphorus,,2.8,0.4,3,1.5,0.2,3,,NA,Cytisus scoparius,Shaben et al (2009),Shaben et al (2009)b,2009,48.57933333,-123.5216667,
Soil organic content,,0.193,0.041012193,18,0.288,0.056568542,18,,Prosopis cineraria,Prosopis juliflora,Sharma et al (1998),Sharma et al (1998)a,1998,27.5,76,
Total soil carbon,,22.21,3.2,6,17.24,3.56,6,,Acer rubrum,Microstegium vimineum,Strickland et al (2010),Strickland et al (2010)a,2010,33.88783333,-88.6345,
Soil NH4,,1.8497,0.4509,6,2.2326,0.331,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Soil NH4,,1.8497,0.4509,6,2.2326,0.331,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Soil NO3,,50.6543,7.1999,6,37.1667,8.3034,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Soil NO3,,50.6543,7.1999,6,37.1667,8.3034,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Nitrification rate,,0.164,0.0183,6,0.0964,0.0157,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Nitrification rate,,0.164,0.0183,6,0.0964,0.0157,6,,NA,Centaurea stoebe,Thorpe et al (2010),Thorpe et al (2010)a,2010,47.328425,-114.219596,
Aboveground biomass,,0.708925,0.156257138,20,0.480575,0.054350377,20,,Phragmites australis,Spartina alterniflora,Peng et al (2011),Peng et al (2011)a,2011,31.41666667,121.8333333,
Litter mass,,0.49815,0.136045456,20,0.902175,0.144491569,20,,Phragmites australis,Spartina alterniflora,Peng et al (2011),Peng et al (2011)a,2011,31.41666667,121.8333333,
Nitrogen mineralisation,,50.9565,6.248413836,8,60.3153,6.248251795,8,,Andropogon gerardii,Bromus inermis,Nosshi et al (2007),Nosshi et al (2007)a,2007,44.140627,-100.279706,
Nitrogen mineralisation,,50.9565,6.248413836,8,60.3153,6.248251795,8,,Andropogon gerardii,Bromus inermis,Nosshi et al (2007),Nosshi et al (2007)a,2007,44.140627,-100.279706,
Nitrogen mineralisation,,55.9856,6.135240144,8,58.5606,6.239524028,8,,Nassella viridula,Bromus inermis,Nosshi et al (2007),Nosshi et al (2007)b,2007,44.140627,-100.279706,
Nitrogen mineralisation,,55.9856,6.135240144,8,58.5606,6.239524028,8,,Nassella viridula,Bromus inermis,Nosshi et al (2007),Nosshi et al (2007)b,2007,44.140627,-100.279706,
Total soil nitrogen,,203.14565,1.056470371,20,172.57035,0.955469022,20,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Total soil nitrogen,,203.14565,1.056470371,20,172.57035,0.955469022,20,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Soil NH4,,711.4875375,2.458972486,40,1084.968063,3.261525784,40,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Soil NH4,,711.4875375,2.458972486,40,1084.968063,3.261525784,40,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Soil NO3,,418.3619875,1.87504806,40,257.750075,1.443190858,40,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Soil NO3,,418.3619875,1.87504806,40,257.750075,1.443190858,40,,Alloteropsis semialata,Andropogon gayanus,Rossiter-Racher et al (2009),Rossiter-Racher et al (2009)a,2009,-12.71666667,131.8166667,
Soil % nitrogen,%,0.0521,NA,NA,0.1042,NA,NA,NA,Encelia farinosa,Pennisetum ciliare,Abella et al (2013),Abella et al (2013)a,2013,"32.296745,",-111.166626,
Soil humidity,%,24.5707,1.4024,5,28.421,1.9802,5,SE,Cupania porphyria,Ligustrum lucidum,Aragón et al (2014),Aragón et al (2014)a,2014,27.16666667,-65.58333333,
Soil nitrogen,%,0.12,NA,6,0.18,NA,6,NA,Krascheninnikovia lanata,Bromus tectorum,Blank and Morgan (2013),Blank and Morgan (2013)a,2013,40.13888889,-120.0775,
Soil nitrogen,%,16,NA,6,0.68,NA,6,NA,Krascheninnikovia lanata,Bromus tectorum,Blank and Morgan (2013),Blank and Morgan (2013)b,2013,40.13888889,-120.0775,
Soil nitrogen,mmol per kg,0.83,NA,NA,1.51,NA,NA,NA,Krascheninnikovia lanata,Bromus tectorum,Blank and Morgan (2016),Blank and Morgan (2016)a,2016,40.13333333,-120.0666667,
Total organic carbon,grams per kg of soil (0-5cm depth),488.8,10.6,4,514.2,14,4,SD,Quercus robur,Quercus rubra,Bonifacio et al (2015),Bonifacio et al (2015)a,2015,45.14689,7.600758,
Total nitrogen ,grams per kg of soil (0-5cm depth),10.8,0.9,4,14.6,1.2,4,SD,Quercus robur,Quercus rubra,Bonifacio et al (2015),Bonifacio et al (2015)a,2015,45.14689,7.600758,
Organic matter,%,1.9,0.9,2,4.9,0.2,2,,Tree sp.,Teline monspessulana,,,,,,
Organic matter,%,1.4,0.4,2,4.9,1.2,2,,Tree sp.,Acacia dealbata,,,,,,
Runoff water nitrogen,%,5.3,0.88,3,11.3,1.45,3,SD,Salix caprea,Robinia pseudoacacia,Buzhdygan et al (2015),Buzhdygan et al (2015)a,2015,40.28319444,26.13686111,
Runoff water nitrogen,%,5.44,0.26,3,5.58,0.24,3,SD,Salix caprea,Robinia pseudoacacia,Buzhdygan et al (2015),Buzhdygan et al (2015)a,2015,40.28319444,26.13686111,
Root biomass,kg per metre cubed,1.5483,0.1821,3,0.674,0.1457,3,SD,Kandelia obovata,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)a,2015,24.38333333,117.9,
Root biomass,kg per metre cubed,0.8197,0.1457,3,0.674,0.1457,3,SD,Cyperus malaccensis,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)b,2015,24.38333333,117.9,
Total organic carbon,mg per gram of soil,15.1708,2.676,3,20.9529,0.4807,3,SD,Kandelia obovata,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)a,2015,24.38333333,117.9,
Total organic carbon,mg per gram of soil,13.4682,2.1955,3,20.9529,0.4807,3,SD,Cyperus malaccensis,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)b,2015,24.38333333,117.9,
Soil No3,micrograms per gram of soil,0.461,0.0717,3,0.431,0.1331,3,SD,Kandelia obovata,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)a,2015,24.38333333,117.9,
Soil No3,micrograms per gram of soil,0.5817,0.0768,3,0.431,0.1331,3,SD,Cyperus malaccensis,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)b,2015,24.38333333,117.9,
Soil NH4,micrograms per gram of soil,4.3921,0.3596,3,2.1832,0.6165,3,SD,Kandelia obovata,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)a,2015,24.38333333,117.9,
Soil NH4,micrograms per gram of soil,1.464,0.1541,3,2.1832,0.6165,3,SD,Cyperus malaccensis,Spartina alterniflor,Chen et al. (2015),Chen et al. (2015)b,2015,24.38333333,117.9,
Soil organic matter,%,7.1,1,10,5.9,0.4,10,SE,Trifolium repens,Ailanthus altissima,Constan-Nava et al. 2015,Constan-Nava et al. 2015a,2015,38.67944444,0.521944444,
Aboveground biomass,grams per metre squared,420.29974,123.8713822,10,593.54903,130.2401252,10,SD,Pascopyrum smithii,Bromus inermis,Fink and Wilson (2011),Fink and Wilson (2011)a,2011,49.06833333,-106.5308056,
Belowground biomass,grams per metre squared,1027.50664,916.4859318,10,999.390525,542.9654238,10,SD,Pascopyrum smithii,Bromus inermis,Fink and Wilson (2011),Fink and Wilson (2011)a,2011,49.06833333,-106.5308056,
Relative soil moisture,,0.26476,0.142635107,10,0.158416667,0.050227698,10,SD,Pascopyrum smithii,Bromus inermis,Fink and Wilson (2011),Fink and Wilson (2011)a,2011,49.06833333,-106.5308056,
Soil nitrogen,mg per kg of soil,1648.9,226,3,1543.4,407,3,SD,Euclea racemosa,Pennisetum clandestinum,Gaertner et al. (2011),Gaertner et al. (2011)a,2011,-34.5483,19.46143611,
Soil nitrogen,mg per kg of soil,2082.3,345.8,3,4125.926,529.4,3,SD,Ficinia sp.,Acacia saligna,Gaertner et al. (2011),Gaertner et al. (2011)b,2011,-34.5483,19.46143611,
Soil Phosphorus,mg per kg of soil,21.7,1.23,3,22.7,3.25,3,SD,Euclea racemosa,Pennisetum clandestinum,Gaertner et al. (2011),Gaertner et al. (2011)a,2011,-34.5483,19.46143611,
Soil Phosphorus,mg per kg of soil,11.3,1.36,3,13.8,1.87,3,SD,Ficinia sp.,Acacia saligna,Gaertner et al. (2011),Gaertner et al. (2011)b,2011,-34.5483,19.46143611,
Soil carbon,mg per kg of soil,20427,3233,3,16333,5669,3,SD,Euclea racemosa,Pennisetum clandestinum,Gaertner et al. (2011),Gaertner et al. (2011)a,2011,-34.5483,19.46143611,
Soil carbon,mg per kg of soil,29682.3,5380.6,3,42693.7,5220.1,3,SD,Ficinia sp.,Acacia saligna,Gaertner et al. (2011),Gaertner et al. (2011)b,2011,-34.5483,19.46143611,
Soil moisture,g,8,,,8.8,,,,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)a,2014,41.654373,-87.052651,
Soil moisture,g,8,,,9.1,,,,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)b,2014,41.654373,-87.052651,
Soil moisture,g,8,,,8.7,,,,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)c,2014,41.654373,-87.052651,
Soil organic matter,%,58.3993,7.9752,3,77.8404,0.8723,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)a,2014,41.654373,-87.052651,
Soil organic matter,%,58.3993,7.9752,3,64.7565,9.5951,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)b,2014,41.654373,-87.052651,
Soil organic matter,%,58.3993,7.9752,3,88.6836,0.7465,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)c,2014,41.654373,-87.052651,
Soil nitrate,miiligrams per gram of soil,3.50E-03,8.13E-03,3,4.84E-03,5.46E-03,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)a,2014,41.654373,-87.052651,
Soil nitrate,miiligrams per gram of soil,3.50E-03,8.13E-03,3,3.86E-03,6.95E-03,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)b,2014,41.654373,-87.052651,
Soil nitrate,miiligrams per gram of soil,3.50E-03,8.13E-03,3,8.21E-03,9.37E-03,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)c,2014,41.654373,-87.052651,
Soil ammonium,milligrams per gram of soil,0.0153,0.0188,3,0.0137,0.0166,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)a,2014,41.654373,-87.052651,
Soil ammonium,milligrams per gram of soil,0.0153,0.0188,3,0.0163,0.0188,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)b,2014,41.654373,-87.052651,
Soil ammonium,milligrams per gram of soil,0.0153,0.0188,3,0.0167,0.0192,3,SE,Typha x glauca,Carex stricta,Geddes et al. (2014),Geddes et al. (2014)c,2014,41.654373,-87.052651,
Soil ammonium,,0.72,0.15,5,4.92,0.81,5,SE,Corema album,Acacia longifola,Hellmann et al. (2011),Hellmann et al. (2011)a,2011,38.25,-8.766666667,
Soil nitrate,,0.68,0.23,5,1.55,0.47,5,SE,Corema album,Acacia longifola,Hellmann et al. (2011),Hellmann et al. (2011)a,2011,38.25,-8.766666667,
Soil organic matter,,0.33,0.04,3,2.59,0.18,3,SE,Corema album,Acacia longifola,Hellmann et al. (2011),Hellmann et al. (2011)a,2011,38.25,-8.766666667,
Aboveground biomass,Mg per ha,240.3332,37.1986,5,279.3205,50.294,5,SE,Planchonella samoensis,Falcataria moluccana,Hughes et al. (2012),Hughes et al. (2012)a,2012,-14.3,170.6833333,
Aboveground carbon storage,kg per metre squared,0.33,0.11,5,0.12,0.04,5,SD,Agrostis halli,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,kg per metre squared,0.35,0.16,5,0.12,0.04,5,SD,Festuca rubra,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,kg per metre squared,0.42,0.08,5,0.22,0.04,5,SD,Agrostis halli,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,kg per metre squared,0.37,0.13,5,0.22,0.04,5,SD,Festuca rubra,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,kg per metre squared,0.42,0.06,5,0.22,0.03,5,SD,Agrostis halli,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,kg per metre squared,0.37,0.1,5,0.22,0.03,5,SD,Festuca rubra,Avena barbata,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Total soil carbon,,17.6,0.4,5,14.9,0.4,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Total soil carbon,,16.9,0.4,5,14.9,0.4,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)a,2011,37.862,122.524,
Aboveground carbon storage,,0.26,0.15,5,0.17,0.04,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)b,2011,37.931,122.673,
Aboveground carbon storage,,0.26,0.1,5,0.28,0.07,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)b,2011,37.931,122.673,
Aboveground carbon storage,,0.26,0.08,5,0.28,0.05,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)b,2011,37.931,122.673,
Total soil carbon,,14.7,0.04,5,9.5,0.2,5,SD,Nassella pulchra,Brachypodium distachyon,Koteen et al. (2011),Koteen et al. (2011)b,2011,37.931,122.673,
Total soil organic carbon,,27.45,1.77,9,40.56,6.91,9,SE,Quercus ilex,Acacia dealbata,Lazzaro et al. (2014),Lazzaro et al. (2014)a,2014,42.811389,10.416355,
Total soil nitrogen,,2.04,0.11,9,3.32,0.4,9,SE,Quercus ilex,Acacia dealbata,Lazzaro et al. (2014),Lazzaro et al. (2014)a,2014,42.811389,10.416355,
Total inorganic nitrogen,micrograms per gram of soil,0.68,0.1,15,1.14,0.12,15,SE,Eupatorium perfoliatum,Microstegium vimineum,Lee et al (2012),Lee et al (2012)a,2012,39.21916667,-86.54138889,
Total plant biomass,,2.18,0.09,15,4.36,0.16,15,SE,Eupatorium perfoliatum,Microstegium vimineum,Lee et al (2012),Lee et al (2012)a,2012,39.21916667,-86.54138889,
Belowground biomass,g per metre squared,0.8807,0.0179,5,1.2286,0.0219,5,SE,Selaginella densa,Agropyron cristatum,MacDougall and Wilson (2011),MacDougall and Wilson (2011)a,2011,49.36666667,107.8833333,
Soil carbon,milligrams per gram of soil,0.4489,0.0465,5,0.4236,0.0327,5,SE,Selaginella densa,Agropyron cristatum,MacDougall and Wilson (2011),MacDougall and Wilson (2011)a,2011,49.36666667,107.8833333,
Aboveground biomass,kilograms per metre squared,28.9,8.3,8,14.6,3.3,4,SE,Acer rubrum,Rhamnus cathartica,Mascaro and Schnitzer (2011),Mascaro and Schnitzer (2011)a,2011,42.762371,-88.133196,
Soil carbon,%,2.65,0.15,10,3.74,0.34,10,,Pascopyrum smithii,Bromus tectorum,Masta and Onnor (2015),Masta and Onnor (2015)a,2015,40.11666667,105.3,
Soil nitrogen,%,0.22,0.01,10,0.32,0.03,10,,Pascopyrum smithii,Bromus tectorum,Masta and Onnor (2015),Masta and Onnor (2015)a,2015,40.11666667,105.3,
Soil nitrogen ,%,0.33,0.02,,0.33,0.01,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)a,2012,38.015313,-84.505241,
,%,0.36,0.01,,0.4,0.02,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)b,2012,38.015313,-84.505241,
,%,0.56,0.03,,0.6,0.03,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)c,2012,38.015313,-84.505241,
Soil carbon,%,3.87,0.21,,4.01,0.16,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)a,2012,38.015313,-84.505241,
Soil carbon,%,4.06,0.17,,4.46,0.31,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)b,2012,38.015313,-84.505241,
Soil carbon,%,7.76,0.46,,7.68,0.48,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)c,2012,38.015313,-84.505241,
Soil phosphorus,%,0.03,0.01,,0.03,0.01,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)a,2012,38.015313,-84.505241,
Soil phosphorus,%,0.11,0.01,,0.09,0.01,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)b,2012,38.015313,-84.505241,
Soil phosphorus,%,0.17,0.01,,0.14,0.01,,,Carya laciniosa,Lonicera maackii in,McEwan et al. (2012),McEwan et al. (2012)c,2012,38.015313,-84.505241,
Soil organic matter,%,0.9384,0.0739,,0.8533,0.1404,,,Fraxinus anustifola,Ailanthus altissima,Medina-Villar et al. (2015),Medina-Villar et al. (2015)a,2015,40.57530556,-3.229611111,
Soil organic matter,%,0.508,0.0591,,2.1595,0.3694,,,Poplus alba,Robinia pseudoacacia,Medina-Villar et al. (2015),Medina-Villar et al. (2015)b,2015,40.94677778,-2.937694444,
Soil nitrogen,%,0.0472,0.0035,,0.048,0.0057,,,Fraxinus anustifola,Ailanthus altissima,Medina-Villar et al. (2015),Medina-Villar et al. (2015)a,2015,40.57530556,-3.229611111,
Soil nitrogen,%,0.0232,0.0023,,0.1006,0.0171,,,Poplus alba,Robinia pseudoacacia,Medina-Villar et al. (2015),Medina-Villar et al. (2015)b,2015,40.94677778,-2.937694444,
Soil phosphorus,%,0.1169,0.0171,,0.1463,0.0287,,,Fraxinus anustifola,Ailanthus altissima,Medina-Villar et al. (2015),Medina-Villar et al. (2015)a,2015,40.57530556,-3.229611111,
Soil phosphorus,%,0.0628,0.0095,,0.1505,0.0271,,,Poplus alba,Robinia pseudoacacia,Medina-Villar et al. (2015),Medina-Villar et al. (2015)b,2015,40.94677778,-2.937694444,
Soil organic matter,grams per kg of soil,14.8191,0.9841,,10.1013,0.521,,,Retama raetam,Haloxylon persicum,Noumi (2015),Noumi (2015)a,2015,9.011666667,33.66555556,
Soil nitrogen,grams per kg of soil,1.079,0.0472,,0.7997,0.0404,,,Retama raetam,Haloxylon persicum,Noumi (2015),Noumi (2015)a,2015,9.011666667,33.66555556,
Soil phosphorus,grams per kg of soil,0.0704,0.0053,,0.036,0.0017,,,Retama raetam,Haloxylon persicum,Noumi (2015),Noumi (2015)a,2015,9.011666667,33.66555556,
Soil organic carbon,grams per kg of soil,22.08,0.66,,26.92,0.67,,,Cynodon dactylon,Ambrosia artemisiifolia,Qin et al. (2014),Qin et al. (2014)a,2014,24.8,113.6,
Soil organic carbon,grams per kg of soil,21.83,0.54,,22.65,0.74,,,Toxicodendron vernicifluu,Ambrosia artemisiifolia,Qin et al. (2014),Qin et al. (2014)b,2014,24.8,113.6,
Soil nitrogen,grams per kg of soil,1.19,0.015,,1.37,0.041,,,Cynodon dactylon,Ambrosia artemisiifolia,Qin et al. (2014),Qin et al. (2014)a,2014,24.8,113.6,
Soil nitrogen,grams per kg of soil,1.14,0.061,,1.11,0.065,,,Toxicodendron vernicifluu,Ambrosia artemisiifolia,Qin et al. (2014),Qin et al. (2014)b,2014,24.8,113.6,
Total phosphorus,grams per kg of soil,0.28,0.0037,,0.53,0.016,,,Cynodon dactylon,Ambrosia artemisiifolia,Qin et al. (2014),Qin et al. (2014)a,2014,24.8,113.6,
